OWNER;NAME;CONTEXTS
docker;libkv;[["libkv", "provide", "go", "native", "library", "store", "metadata"], ["goal", "libkv", "abstract", "common", "store", "operation", "multiple", "distribute", "local", "key", "value", "store", "backends"], ["example", "use", "store", "metadata", "service", "discovery", "register", "machine", "endpoint", "inside", "cluster"], ["also", "easily", "implement", "generic", "leader", "election", "top", "see", "docker", "leadership", "repository"], ["libkv", "offer", "support", "consul", "etcd", "zookeeper", "distribute", "store", "boltdb", "local", "store"]]
domainr;dnsr;[["iterative", "dns", "resolver", "go"], ["resolve", "method", "dnsr.resolver", "query", "dns", "give", "name", "type", "n", "cname", "etc", "resolver", "cache", "response", "query", "liberally", "aggressively", "return", "dns", "record", "give", "name", "wait_NEG", "slow_NEG", "break_NEG", "name_NEG", "server_NEG"], ["code", "lean", "heavily", "miek", "giebens", "excellent", "dns", "library", "currently", "production", "use", "domainr"]]
domainr;epp;[["epp", "extensible", "provision", "protocol", "client", "go", "extract", "production", "use", "domainr"], ["note", "library", "currently", "development", "api", "subject", "break", "change", "time"]]
domainr;whois;[["go", "get", "github.com/domainr/whois"], ["whois", "client", "go", "golang", "inspire", "ruby", "whois", "currently", "production", "use", "domainr"]]
dominikh;go-js-dom;[["package", "dom", "provide", "go", "binding", "javascript", "dom", "apis"]]
donovanhide;eventsource;[["eventsource", "implement", "go", "implementation", "client", "server", "allow", "stream", "data", "one-way", "http", "connection", "use", "server-sent", "event", "api"]]
doron-cohen;antidot;[["clean", "home", "pesky", "dotfiles"]]
doytsujin;group-sync-operator;[["synchronizes", "group", "external", "provider", "openshift"]]
drasch;evernote2md;[["evernote", "2md", "cli", "tool", "convert", "evernote", "note", "export", "enex", "format", "directory", "markdown", "file"], ["use", "homebrew", "package", "manager"], ["download", "late", "release"], ["input", "file", "directory", "exported", "file", "glob", "pattern", "like", "export", "enex", "example"], ["outputdir", "specify_NEG", "note", "use", "add", "optional", "folder", "flag", "put", "every", "note", "separate", "folder"], ["option", "tagtemplate", "allow", "change", "way", "tag", "format", "see", "wiki", "article", "information"], ["flag", "help", "show", "available", "option"], ["link", "article", "evernote", "help", "center"], ["back", "export", "restore", "import", "note", "notebook"], ["new", "version", "evernote", "app", "allow_NEG", "select_NEG", "50_NEG", "note_NEG", "time_NEG", "consider", "export", "entire", "notebook", "instead"], ["make", "use", "ide", "jetbrains"]]
droyo;styx;[["repo", "provide", "go", "package", "write", "9p2000", "file", "server", "one", "example", "jsonfs", "serve", "json-encoded", "file", "file", "tree", "currently", "server", "functionality", "provide", "though", "client", "plan", "see", "plan", "9port", "v9fs", "client", "implementation"], ["9p2000", "provide", "lightweight", "stateful", "protocol", "use", "hierarchical", "apis", "styx", "package", "attempt", "expose", "rather", "hide", "statefulness", "user", "session", "handle", "tie", "lifetime", "single", "function"], ["work-in-progress", "high-level", "library", "write", "9p", "server", "client", "reach", "point", "use", "write", "work", "file", "system", "high-level", "api", "implementation", "still", "subject", "change", "please", "vendor", "dependency", "would", "choose", "use"], ["repository", "provide", "following", "package"], ["styxproto", "stable", "styx", "package", "still", "experimental", "stage"]]
dty1er;kubecolor;[["colorize", "kubectl", "output"]]
dudw;7days-golang;[["accomplish", "day", "gin-like", "web", "framework", "distributed", "cache", "like", "groupcache", "simple", "python", "interpreter", "hope", "repo", "give", "answer"]]
dustin;go-coap;[["read", "coap", "rfc", "also", "preliminary", "work", "subscribe", "support", "early", "draft"]]
dvyukov;go-fuzz-corpus;[["corpus", "github.com/dvyukov/go-fuzz", "example"]]
eapache;go-resiliency;[["resiliency", "pattern", "golang", "base", "part", "hystrix", "semian", "others"], ["currently", "implement", "pattern", "include", "circuit-breaker", "breaker", "directory", "semaphore", "semaphore", "directory", "deadline", "timeout", "deadline", "directory", "batching", "batcher", "directory", "retriable", "retrier", "directory"], ["note", "occasionally", "bump", "minimum", "require", "golang", "version", "without", "bump", "major", "version", "package", "violate", "official", "golang", "packaging", "convention", "around", "break", "change", "typically", "version", "drop", "multiple", "year", "old", "long", "unsupported"]]
eBay;go-ovn;[["go", "library", "ovn", "db", "access", "use", "native", "ovsdb", "protocol", "base", "ovsdb", "library", "use", "fork", "patch"]]
eduncan911;podcast;'[["package", "podcast", "generate", "fully", "compliant", "itunes", "rss", "podcast", "feed", "golang", "use", "simple", "api"], ["full", "documentation", "detailed", "example", "locate"], ["use", "go", "get", "import", "package", "like", "typical", "golang", "library"], ["api", "expose", "number", "method", "receiver", "structs", "implement", "logic", "require", "comply", "specification", "ensure", "compliant", "feed", "number", "override", "occur", "help", "itunes", "visibility", "episode"], ["notably", "podcast.additem", "function", "perform", "heavy", "lifting", "take", "item", "input", "perform", "validation", "override", "duplicate", "setter", "feed"], ["full", "detail", "example", "api"], ["library", "support", "golang", "high"], ["implement", "go", "module", "support", "ci", "pipeline", "show", "work", "new", "installs", "test", "go", "keep", "compatibility", "use", "go", "mod", "vendor", "maintain", "vendor", "folder", "old", "later", "runtimes"], ["either", "runtime", "issue", "please", "create", "issue", "address"], ["version", "x", "restrict_NEG", "full_NEG", "control_NEG", "feed_NEG", "may", "choose", "skip", "api", "method", "instead", "use", "structs", "directly", "field", "group", "r", "itunes", "field", "itunes", "specific", "field", "prefix", "letter"], ["however", "note", "x", "version", "currently", "progress", "break", "extensibility", "enforce", "api", "method", "go", "forward", "ensure", "feed", "marshal", "unmarshalled", "back", "forth", "current", "x", "branch", "unmarshalled", "hence", "work", "x"], ["go-fuzz", "add", "cover", "export", "api", "method", "run", "extensively", "issue_NEG", "come_NEG", "yet_NEG", "test_NEG", "ran_NEG", "overnight_NEG", "11_NEG", "hour_NEG", "zero_NEG", "crash_NEG"], ["wish", "help", "fuzz", "input", "go", "later", "run", "go-fuzz", "input"], ["obtain", "list", "available", "funcs", "pass", "run", "go-fuzz", "without", "parameter"], ["find", "issue", "please", "raise", "issue", "immediately", "quickly", "address"], ["x", "branch", "mostly", "maintenance", "mode", "open", "prs", "mean", "planned_NEG", "feature_NEG", "1_NEG", "x", "feature", "branch", "expect", "success", "itunes-accepted", "podcasts", "publish", "library", "feedback", "community", "x", "release", "consider", "stable"], ["x", "branch''s", "primary", "focus", "allow", "bi-direction", "marshal", "way", "currently", "x", "branch", "allow", "unmarshalling", "serial", "feed", "attempt", "marshall", "serialized", "feed", "back", "podcast", "form", "error", "work_NEG", "correctly_NEG", "note", "x", "branch", "target", "remain", "backwards", "compatible", "true", "use", "public", "api", "funcs", "set", "parameter", "several", "underlie", "public", "field", "remove", "order", "accommodate", "marshalling", "serialize", "data", "therefore", "version", "x", "denote", "release"], ["use", "semver", "versioning", "schema", "rest", "assure", "pull", "x", "branch", "remain", "backwards", "compatible", "future"], ["however", "new", "x", "branch", "keep", "api", "expect", "break", "bypass", "api", "method", "use", "underlying", "public", "property", "instead"]]'
ejssik;nmap;'[["library", "aim", "provide", "idiomatic", "nmap", "binding", "go", "developer", "order", "make", "easy", "write", "security", "audit", "tool", "use", "golang", "nmap", "nmap", "network", "mapper", "free", "open-source", "network", "scanner", "create", "gordon", "lyon", "nmap", "use", "discover", "host", "service", "computer", "network", "send", "packet", "analyze", "response", "nmap", "provide", "number", "feature", "probe", "computer", "network", "include", "host", "discovery", "service", "operating", "system", "detection", "feature", "extensible", "script", "provide", "advanced", "service", "detection", "vulnerability", "detection", "feature", "nmap", "adapt", "network", "condition", "include", "latency", "congestion", "scan", "use", "go", "penetration", "test", "pent", "tool", "currently", "write", "use", "python", "go_NEG", "easy_NEG", "quickly_NEG", "write_NEG", "script_NEG", "lot_NEG", "library_NEG", "available_NEG", "simple_NEG", "language_NEG", "use_NEG", "however", "write", "robust", "reliable", "application", "go", "good", "tool", "statically", "compile", "static", "type", "system", "much", "good", "performance", "also", "simple", "language", "use", "goroutines", "awesome", "might", "slighly", "bias", "feel", "free", "disagree", "support", "feature", "x", "nmap", "native", "option", "x", "additional", "idiomatic", "go", "filter", "examples", "service_detection", "main.go", "#l19", "filter", "host", "port", "x", "cancellable", "context", "support", "examples", "basic_scan", "main.go", "x", "helpful", "enums", "nmap", "command", "time", "template", "os", "family", "port", "state", "etc", "x", "complete", "documentation", "option", "mostly", "insipred", "nmap''s", "documentation", "todo", "add", "asynchronous", "scan", "send", "scan", "progress", "percentage", "time", "estimation", "channel", "simple", "example", "program", "output", "advanced", "example", "cameradar", "already", "use", "library", "core", "communicate", "nmap", "discover", "rtsp", "stream", "access", "remotely", "example", "count", "host", "operating", "system", "network", "examples", "count_hosts_by_os", "main.go", "service", "detection", "examples", "service_detection", "main.go", "ip", "address", "spoofing", "decoy", "examples", "spoof_and_decoys", "main.go", "external", "resource", "official", "nmap", "documentation", "nmap", "reference", "guide"]]'
eldadru;ksniff;[["kubectl", "plugin", "utilize", "tcpdump", "wireshark", "start", "remote", "capture", "pod", "kubernetes", "cluster"], ["get", "full", "power", "wireshark", "minimal", "impact", "run", "pod"], ["work", "micro-services", "many", "time", "helpful", "get", "capture", "network", "activity", "micro-service", "dependency"], ["ksniff", "use", "kubectl", "upload", "statically", "compile", "tcpdump", "binary", "pod", "redirect", "output", "local", "wireshark", "smooth", "network", "debug", "experience"], ["ksniff", "production_NEG", "ready_NEG", "yet_NEG", "run_NEG", "ksniff_NEG", "production_NEG", "workload_NEG", "recommend_NEG", "point_NEG"]]
elliotchance;pie;[["enjoy", "slice", "pie", "library", "utility", "function", "common", "operation", "slice", "map"], ["use", "require", "go", "use", "v1"], ["pie", "use", "two", "way", "first", "use", "regular", "parameterized", "function"], ["need", "chain", "multiple", "operation", "use", "one"], ["find", "full", "documentation"]]
emersion;go-message;[["go", "library", "internet", "message", "format", "implement"]]
emersion;go-msgauth;[["go", "library", "tool", "authenticate", "e-mail"]]
emersion;go-webdav;[["go", "library", "webdav", "caldav", "carddav"]]
emersion;hydroxide;[["third-party", "open-source", "protonmail", "bridge", "power", "user", "design", "run", "server"], ["hydroxide", "support", "carddav", "imap", "smtp"], ["feel", "free", "join", "irc", "channel", "#emersion", "libera", "chat"]]
