OWNER;NAME;CONTEXTS
flyerhzm;uniform;[["uniform_notifier", "extract", "bullet", "give", "ability", "send", "notification", "rail", "logger", "customized", "logger", "javascript", "alert", "javascript", "console", "xmpp", "airbrake", "honeybadger", "appsignal"]]
fnando;factory;[["love", "rail", "fixture", "fast", "hate", "deal", "yaml", "csv", "sql", "file", "enters", "factory_bot", "fb"], ["easily", "create", "record", "use", "predefined", "factory", "problem", "hit", "database", "everytime", "create", "record", "pretty", "slow", "believe", "feel", "pain", "lot", "test", "spec"], ["enters", "factory", "bot", "preload", "fbp", "define", "factory", "preloaded", "recreate_NEG", "every_NEG", "time_NEG", "work_NEG", "99.37_NEG", "time_NEG", "accord_NEG", "statistic_NEG", "make_NEG"]]
fog;fog-core;[["share", "class", "test", "fog", "provider", "service"]]
fog;fog-vsphere;[["vmware", "vsphere", "provider", "allow", "use", "abstraction", "fog", "cloud", "service", "library", "communicate", "vsphere"]]
FooBarWidget;default;[["default_value_for", "plugin", "allow", "one", "define", "default", "value", "activerecord", "model", "declarative", "manner", "example"], ["note", "critic", "might", "interested", "use_NEG", "default_value_for_NEG", "section", "please", "read"]]
FortySource;forty;[["fortyfacets", "let", "u", "easily", "build", "explorative", "search", "interface", "base", "field", "activerecord", "model"], ["see", "implement", "example", "rail", "application", "try", "working", "demo"], ["offer", "simple", "api", "create", "interactive", "ui", "browse", "data", "iteratively", "add", "filter", "value"], ["search", "purely", "via", "sql", "query", "automatically", "generate", "via", "ar-mappings"], ["narrow", "search", "result", "purely", "via", "get", "request", "way", "step", "bookmarkable", "way", "search", "natively", "work", "together", "turbolinks", "well"], ["javascript_NEG", "involve_NEG", "collection", "return", "normal", "activerecord", "collection", "way", "work", "seamlessly", "together", "gem", "like", "will_paginate"]]
forward3d;rbhive;[["rbhive", "simple", "ruby", "gem", "communicate", "apache", "hive", "thrift", "server"], ["support", "hiveserver", "original", "thrift", "service", "ship", "hive", "since", "early", "release", "hiveserver", "new", "concurrent", "thrift", "service", "ship", "hive", "release", "since", "hive-compatible", "thrift", "service", "e", "g", "sharkserver"], ["capable", "use", "following", "thrift", "transport", "bufferedtransport", "default", "saslclienttransport", "sasl-enabled", "transport", "httpclienttransport", "tunnels", "thrift", "http"], ["version", "support", "asynchronous", "execution", "query", "allow", "submit", "query", "disconnect", "reconnect", "later", "check", "status", "retrieve", "result", "free", "system", "need", "keep", "persistent", "tcp", "connection"]]
fotinakis;jsonapi-serializers;[["jsonapi", "serializers", "simple", "library", "serialize", "ruby", "object", "relationship", "json", "api", "format"], ["library", "up-to-date", "finalized", "v1", "json", "api", "spec"]]
freerobby;sendgrid;[["sendgridtoolkit", "ruby", "wrapper", "sendgrid", "web", "api"]]
fringd;zipline;[["gem", "stream", "dynamically", "generate", "zip", "file", "rails", "application", "unlike", "solution", "generate", "zip", "user", "download", "zipline", "wait_NEG", "entire_NEG", "zip_NEG", "file_NEG", "create_NEG", "even_NEG", "entire_NEG", "input_NEG", "file_NEG", "cloud_NEG", "download_NEG", "begin_NEG", "send_NEG", "zip_NEG", "file_NEG", "user_NEG", "never", "seek_NEG", "backwards_NEG", "zip_NEG", "creation_NEG", "stream_NEG", "zip_NEG", "file_NEG", "http_NEG", "construct_NEG", "advantage"], ["zipline", "depend", "zip", "trick", "might", "want", "use", "directly", "advanced", "use", "case"]]
Fullscreen;squid;[["squid", "help", "write", "ruby", "code", "draw", "graph", "pdf", "file"], ["source", "code", "available", "github", "documentation", "rubydoc"], ["prawn", "great", "ruby", "library", "generate", "pdf", "file", "lack", "high-level", "component", "draw", "graph"], ["squid", "add", "single", "method", "chart", "data", "option", "prawn"], ["provide", "data", "plot", "hash", "key", "value", "represent", "series"], ["instance", "following", "code", "generate", "graph"], ["setting", "available", "chart", "method", "detail", "squid", "homepage"], ["please", "proceed", "detail", "example"], ["squid", "require", "ruby", "high", "use", "rail", "project", "require", "rail", "high"], ["include", "project", "add", "gem", "squid", "gemfile", "file", "ruby", "project"], ["make", "far", "readme", "thanks", "v", "feel", "free", "try", "gem", "explore", "code", "send", "issue", "pull", "request"], ["pull", "request", "make", "travis", "code", "climate", "happy", "order", "accept", "kissing_smiling_eyes"], ["also", "run", "test", "locally", "bundle", "exec", "rspec"]]
fullstaq-labs;fullstaq-ruby-server-edition;[["fullstaq", "ruby", "ruby", "distribution", "optimize", "use", "server", "easy", "way"], ["think", "fullstaq", "ruby", "competitor", "apt", "yum", "install", "ruby", "rbenv", "install", "rvm", "install", "supply", "native", "package", "various", "ruby", "version", "optionally", "compile", "jemalloc", "malloc_trim", "allow", "low", "memory", "usage", "potentially", "increased", "performance", "packaging", "method", "allow", "much", "easy", "security", "patching"]]
geemus;formatador;[["stdout", "text", "formatting"]]
gel-rb;gel;[["modern", "gem", "manager"], ["gel", "lightweight", "alternative", "bundler"], ["combination", "algorithm", "choice", "skip", "compatibility", "legacy", "feature", "date", "back", "early", "day", "rubygems", "gel", "able", "outperform", "bundler", "rubygems", "many", "common", "use", "case"], ["make", "trade", "gel", "choose", "support_NEG", "less_NEG", "frequently_NEG", "use_NEG", "independently_NEG", "valuable_NEG", "bundler_NEG", "feature_NEG"], ["gel", "bundler", "rubygems", "install", "white_check_mark", "white_check_mark", "update", "white_check_mark", "white_check_mark", "lock", "white_check_mark", "white_check_mark", "exec", "white_check_mark", "white_check_mark", "gem", "author", "x", "white_check_mark", "vendoring", "ok", "white_check_mark", "anything", "else", "x", "white_check_mark"], ["case", "gel", "drop-in", "replacement", "still", "use", "rubygems", "directly", "need", "gem", "push", "example"]]
GemHQ;money-tree;[["moneytree", "ruby", "implementation", "bitcoin", "wallet", "specifically", "support", "hierachical", "deterministic", "wallet", "accord", "protocol", "specify", "bip"], ["find", "helpful", "please", "consider", "small", "bitcoin", "donation", "1nj2kie1hatcfbaad7dey53qaxngt4kbp"]]
gemnasium;gemnasium-parser;[["gemnasium", "parser", "determine", "gem", "dependency", "gemfiles", "gemspecs", "without", "evaluate", "ruby"]]
GetStream;stream-rails;'[["stream-rails", "ruby", "rail", "client", "stream"], ["sign", "stream", "account"], ["note", "also", "low", "level", "ruby", "stream", "integration", "library", "suitable", "ruby", "application"], ["check", "example", "app", "build", "use", "library", "github"], ["install", "stream_rails", "would", "gem"], ["library", "test", "fully", "support", "follow", "rails", "version"], ["login", "github", "getstream.io", "get", "api_key", "api_secret", "app", "configuration", "dashboard", "screen"], ["add", "streamrails", "configuration", "config", "initializers", "stream_rails", "rb"], ["integration", "look", "follow"], ["please", "use", "sequel"], ["integration", "look", "follow"], ["include", "streamrails", "activity", "add", "as_activity", "model", "want", "integrate", "feed"], ["everytime", "pin", "create", "store", "feed", "user", "create", "pin", "instance", "delete", "feed", "remove", "well"], ["activerecord", "model", "store", "feed", "activity", "activity", "object", "tell", "story", "person", "perform", "action", "object", "simple", "form", "activity", "consist", "actor", "verb", "object", "order", "happen", "model", "need", "implement", "method"], ["#activity_object", "object", "activity", "eg", "ar", "model", "instance"], ["#activity_actor", "actor", "perform", "activity", "value", "also", "provide", "feed", "name", "feed", "id", "activity", "add"], ["example", "let", "u", "say", "pin", "polymorphic", "class", "could", "belong", "either", "user", "e", "g", "user", "id", "company", "e", "g", "company", "id", "instance", "code", "would", "post", "pin", "either", "user", "feed", "company", "feed", "base", "owner"], ["activity_actor", "default", "self.user"], ["#activity_verb", "string", "representation", "verb", "default", "model", "class", "name"], ["complete", "example", "pin", "class"], ["often", "want", "store", "data", "basic", "field", "achieve", "implement", "#activity_extra_data", "model"], ["want", "control", "create", "activity", "implement", "#activity_should_sync", "method", "model"], ["create", "activity", "self.published", "true"], ["stream_rails", "come", "feed", "manager", "class", "help", "common", "feed", "operation", "get", "instance", "manager", "streamrails", "feed_manager"], ["get", "start", "manager", "feed", "pre-configured", "add", "feed", "application", "require", "feed", "divide", "three", "category"], ["user", "feed", "store", "activity", "user", "think", "personal", "facebook", "page", "easily", "get", "feed", "manager"], ["news", "feed", "store", "activity", "people", "follow", "flat", "newsfeed", "similar", "twitter", "aggregated", "newsfeed", "like", "facebook"], ["notification", "feed", "use", "build", "notification", "functionality"], ["show", "example", "read", "notification", "feed"], ["default", "notification", "feed", "empty", "specify", "user", "notify", "model", "get", "create", "case", "retweet", "probably", "want", "notify", "user", "parent", "tweet"], ["another", "example", "would", "follow", "user", "would", "commonly", "want", "notify", "user", "follow"], ["order", "populate", "newsfeeds", "need", "notify", "system", "follow", "relationship"], ["current", "user''s", "flat", "aggregate", "feed", "follow", "target_user''s", "user", "feed", "following", "code"], ["read", "data", "feed", "pin", "activity", "look", "like"], ["far", "ready", "usage", "template", "call", "process", "load", "reference", "database", "enrichment", "example", "show"], ["similar", "method", "call", "enrich_aggregated_activities", "available", "aggregated", "feed"], ["additional", "metadata", "activity", "override", "activity_extra_data", "class", "add", "stream", "activity", "mixin", "also", "enrich", "field''s", "data", "following"], ["step", "one", "override", "activity_extra_data", "method", "mixin"], ["create", "pin", "object", "location", "metadata", "field", "example", "also", "location", "table", "model", "set", "metadata", "extra_data", "field", "important", "symbol", "metadata", "well", "value", "meta", "data", "match", "pattern", "left", "half", "string", "string", "metadata", "value", "split", "must", "also", "match", "name", "model"], ["must", "also", "tell", "enricher", "also", "fetch", "location", "look", "activity"], ["retrieve", "activity", "later", "enrichment", "process", "include", "location", "model", "well", "give", "u", "access", "attribute", "method", "location", "model"], ["enrich", "activity", "render", "view", "convenience", "include", "basic", "view"], ["render_activity", "view", "helper", "render", "activity", "pick", "partial", "activity", "_pin", "pin", "activity", "aggregated_activity", "_follow", "aggregated", "activity", "verb", "follow"], ["helper", "automatically", "send", "activity", "local", "scope", "partial", "additional", "parameter", "send", "well", "use", "different", "layout", "prefix", "name"], ["e", "g", "render", "activity", "partial", "use", "small_activity", "layout"], ["e", "g", "prefix", "name", "template", "notification"], ["e", "g", "add", "extra_var", "partial", "scope"], ["e", "g", "render", "activity", "partial", "use", "notification", "partial", "root", "render", "partial", "path", "notification", "activity_verb"], ["simple", "pagination", "use", "stream-ruby", "api", "follow", "controller"], ["disable", "model", "track", "eg", "run", "test", "via", "streamrails.configure"], ["project", "root", "directory"], ["need", "also", "use", "low", "level", "ruby", "api", "directly", "documentation", "available", "stream", "website"], ["copyright", "c", "2014-2021", "stream.io", "inc", "individual", "contributor", "right", "reserve"], ["see", "file", "license", "information", "history", "software", "term", "condition", "usage", "disclaimer", "warranty"]]'
GetStream;stream-ruby;[["official", "ruby", "api", "client", "stream", "feed", "web", "service", "build", "scalable", "newsfeeds", "activity", "stream", "explore", "doc", "code", "sample", "report", "bug", "request", "feature"]]
github;github-ds;'[["github", "collection", "ruby", "library", "work", "sql", "top", "activerecord''s", "connection"], ["current", "status", "use", "production", "extensively", "github", "change", "thoroughly", "vet", "could", "slow", "process", "contribute", "best", "actively", "communicate", "status", "pull", "request", "contributor", "substantial", "change", "would", "like", "make", "would", "great", "first", "open", "issue", "discuss", "u"]]'
